"ID","Player","Team","Position","Salary","FPts","FP/G","Ros %","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060ko*","Max Verstappen","null","null","60","0","0","95%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l4*","Alexander Albon","null","null","11","0","0","92%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","null","null","29","0","0","91%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ks*","Lando Norris","null","null","22","0","0","85%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l1*","George Russell","null","null","32","0","0","85%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","null","null","19","0","0","80%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","null","null","48","0","0","78%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","null","null","44","0","0","74%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n1*","Oscar Piastri","null","null","8","0","0","73%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kr*","Charles Leclerc","null","null","30","0","0","72%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","null","null","14","0","0","67%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060mt*","Kevin Magnussen","null","null","4","0","0","64%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","null","null","41","0","0","64%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","null","null","13","0","0","61%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","null","null","9","0","0","59%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","null","null","7","0","0","55%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","null","null","16","0","0","54%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","null","null","21","0","0","51%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","null","null","3","0","0","51%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060n6*","Nyck de Vries","null","null","6","0","0","39%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","null","null","5","0","0","9%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l2*","Nicholas Latifi","null","null","10","0","0","4%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","null","null","20","0","0","3%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","null","null","15","0","0","2%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
