"ID","Player","Team","Position","Salary","FPts","FP/G","Ros %","+/-","RC","LPC","F","FT","NC","DQ","PL","PLG","PLL","QP","FS","FTS","NCS","DQS","PLS","PLGS","PLLS"
"*060ko*","Max Verstappen","null","null","60","29","29","95%","-","1","52","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"*060kn*","Lewis Hamilton","null","null","41","27","27","64%","-","1","52","1","1","0","0","3","4","0","7","0","0","0","0","0","0","0"
"*060ks*","Lando Norris","null","null","22","22","22","85%","-","1","52","1","1","0","0","2","0","0","2","0","0","0","0","0","0","0"
"*060kq*","Sergio Perez","null","null","48","19","19","78%","-","1","52","1","0","0","0","6","10","0","16","0","0","0","0","0","0","0"
"*060kw*","Fernando Alonso","null","null","44","14","14","74%","-","1","52","1","1","0","0","7","2","0","9","0","0","0","0","0","0","0"
"*060l1*","George Russell","null","null","32","13","13","85%","-","1","52","1","0","0","0","5","1","0","6","0","0","0","0","0","0","0"
"*060n1*","Oscar Piastri","null","null","8","11","11","73%","-","1","52","1","0","0","0","4","0","1","3","0","0","0","0","0","0","0"
"*060kp*","Valtteri Bottas","null","null","13","10","10","61%","-","1","52","1","1","0","0","12","3","0","15","0","0","0","0","0","0","0"
"*060l4*","Alexander Albon","null","null","11","8","8","92%","-","1","52","1","1","0","0","8","0","0","8","0","0","0","0","0","0","0"
"*06806*","Logan Sargeant","null","null","7","7","7","55%","-","1","52","1","0","0","0","11","3","0","14","0","0","0","0","0","0","0"
"*060l5*","Zhou Guanyu","null","null","16","7","7","54%","-","1","52","1","0","0","0","15","3","0","18","0","0","0","0","0","0","0"
"*060l0*","Yuki Tsunoda","null","null","14","6","6","67%","-","1","52","1","1","0","0","16","1","0","17","0","0","0","0","0","0","0"
"*060n6*","Nyck de Vries","null","null","6","5","5","39%","-","1","52","1","0","0","0","17","2","0","19","0","0","0","0","0","0","0"
"*060n7*","Nico Hulkenberg","null","null","3","0","0","51%","-","1","52","1","1","0","0","13","0","2","11","0","0","0","0","0","0","0"
"*060l3*","Mick Schumacher","null","null","5","0","0","9%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060l2*","Nicholas Latifi","null","null","10","0","0","4%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ku*","Daniel Ricciardo","null","null","20","0","0","3%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ah1*","Felipe Drugovich","null","null","15","0","0","2%","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060kz*","Lance Stroll","null","null","19","-3","-3","80%","-","1","52","1","0","0","0","14","0","2","12","0","0","0","0","0","0","0"
"*060kr*","Charles Leclerc","null","null","30","-4","-4","72%","-","1","52","1","1","0","0","9","0","5","4","0","0","0","0","0","0","0"
"*060kv*","Pierre Gasly","null","null","21","-6","-6","51%","-","1","46","1","1","0","0","18","0","8","10","0","0","0","0","0","0","0"
"*060kt*","Carlos Sainz","null","null","29","-8","-8","91%","-","1","52","1","0","0","0","10","0","5","5","0","0","0","0","0","0","0"
"*060mt*","Kevin Magnussen","null","null","4","-8","-8","64%","-","1","31","0","0","1","0","19","1","0","20","0","0","0","0","0","0","0"
"*060kx*","Esteban Ocon","null","null","9","-20","-20","59%","-","1","9","0","0","1","0","20","0","7","13","0","0","0","0","0","0","0"
